state,learned_from_clean_signal,learned_from_noisy_signal,noise_effect_on_learning,true_generator_state_energy,error_vs_true_clean,error_vs_true_noisy
Clear Invoice,57.799329957670786,57.79933236942451,2.4117537265055944e-06,57.79939459670315,-6.463903236664237e-05,-6.222727864013677e-05
Create Purchase Order Item,99.79886813242604,99.79868106983005,-0.00018706259598388897,99.79939485338485,-0.0005267209588168953,-0.0007137835548007843
Record Goods Receipt,100.80006072109258,100.8005662894187,0.0005055683261190325,100.8001037111159,-4.299002331720203e-05,0.00046257830280183043
Record Invoice Receipt,98.8010538367712,98.80078293802629,-0.000270898744915371,98.80048130354801,0.0005725332231918401,0.00030163447827646905
Vendor creates invoice,55.799192074975444,55.79910576334163,-8.63116338152281e-05,55.79963304351923,-0.00044096854378494754,-0.0005272801776001756
