state,learned_from_clean_signal,learned_from_noisy_signal,noise_effect_on_learning,true_generator_state_energy,error_vs_true_clean,error_vs_true_noisy
Create Purchase Order Item,99.79693450184723,99.7977962702498,0.0008617684025722383,99.79879178948902,-0.0018572876417835005,-0.0009955192392112622
Vendor creates invoice,55.799893894454435,55.79957443553575,-0.000319458918681903,55.80029598357684,-0.0004020891224030265,-0.0007215480410849295
Record Goods Receipt,100.80027447823177,100.79987603650332,-0.00039844172844993864,100.79976860793333,0.0005058702984399588,0.00010742856999002015
Record Invoice Receipt,98.8020540499412,98.80215167626775,9.762632654997105e-05,98.80096905991337,0.0010849900278344649,0.001182616354384436
Clear Invoice,57.80017834245359,57.800178578851124,2.3639753266024854e-07,57.80008293939784,9.540305575228558e-05,9.563945328494583e-05
